source,fact
digiteye.in,Assam Congress leader Amjat Ali arrested for smuggling arms in Apple Box? Fact Check
digiteye.in,Fact Check: False twitter message of Biden denying talks with Modi being shared on Society media
digiteye.in,2011 video resurfaces claiming Gadkari was criticising PM over Andolanjivi remark in Lok Sabha; Fact Check
digiteye.in,Fact Check: Old image of man clashing with police in UP claimed as farmers’ agitation
digiteye.in,Fact Check: 27 Farmers killed during Congress rule in 1998 turns out a false claim
digiteye.in,"Fact Check: No, Suriname President Chandrikapersad Santokhi is not to be chief guest at Republic Day Parade"
digiteye.in,Viral list of black money holding accounts in Swiss Bank is fake
digiteye.in,Viral message about PM Modi’s family is false
digiteye.in,Did this girl write a book on Article 370? Fact Check
digiteye.in,Imran Khan with world leaders at G20 summit? Photshopped image reappears
digiteye.in,Did this Kerala college saw raising of Pakistan flag inside the campus? Fact Checkreports
digiteye.in,"IMF webinar under Raghuram Rajan, its takeaway points trending on WhatsApp; Fact Check"
digiteye.in,Video of a fruit vendor licking finger while arranging oranges goes viral; Fact Check
digiteye.in,Did RBI make all Saturdays bank holidays? Fact check
digiteye.in,Did Shah Rukh Khan donate Rs. 45 crore to Pakistan? Fact check
digiteye.in,"Hyd-Vijayawada flight ticket costs Rs.50000 to Rs.1 lakh; Despite trolls, NTV was right"
digiteye.in,Did NDTV fall for this magic number of 1.25 crore or 1250 crore houses?
digiteye.in,"Fake News, Fake Reviews mar Shah Rukh Khan-starrer ‘Zero’, ahead of release"
factchecker.in,"Subramanian Swamy, Cong's Udit Raj Make Misleading Claim on India's Economic Growth"
factchecker.in,"Kejriwal, Sisodia Make Untrue Claims About Delhi's Surplus Revenue"
factchecker.in,Fact-check: Centre's Claims on Record Infra Growth in 8 Years Not All True
factchecker.in,Is There Any Merit in Objections to WHO's Excess Death Estimates?
factchecker.in,"UP's Debt Increases by 40% over 5 years, But It's GSDP increases too"
factchecker.in,"NeoCoV Hasn't Infected Humans Yet, Can't Unless New Mutation Occurs"
factchecker.in,"Is UP Most Malnourished, Has Worst Health Infra & Most Custodial Deaths?"
factchecker.in,"Covaxin Has Not Got WHO Nod for Children, Unlike Health Ministry's Claim"
factchecker.in,"Modi Claims Portuguese Colonised Goa During Mughal Rule in India, But Records Show Otherwise"
factchecker.in,"Ahead of UP Polls, Akhilesh Yadav & UP Govt Make Claims That Don't Check Out"
factchecker.in,Has Tourist Footfall in Varanasi doubled Since 2014 as PM Modi Claims?
factchecker.in,"Centre Claims No Shortage of Fertilisers, Official Records Show Otherwise"
factchecker.in,Did China Infiltrate or Transgress the Line of Actual Control?
factchecker.in,Will Noida International Airport Be the Largest in Asia?
factchecker.in,"UP Official Claims State No Longer BIMARU, But NFHS-5 Data Show Otherwise"
factchecker.in,"UP Top Officials Claim State is Crime Free, Has Second-Largest Economy in India"
factchecker.in,Congress Rebuts Demonetisation Objectives with Misleading Data
factchecker.in,Are 5 Crore Youths Unemployed in UP as Priyanka Gandhi Claimed?
factchecker.in,"UP Minister Claims 95% Indians Don't Need Petrol, But Fuel Prices Affect All"
factchecker.in,"PIB, Modi Claim Health Seats Have Increased, But Quote Different Numbers"
factchecker.in,"No, All 100 Crore COVID-19 Vaccine Doses Weren't Given For Free in India"
factchecker.in,Centre Calls Global Hunger Index 'Unscientific' for Methodology It Didn't Use
factchecker.in,"Sambit Patra Shares Cropped Video of Priyanka, Cong Society Media Head of Modi"
factchecker.in,"Amit Shah Claims Modi 'Enhanced Value' of Indian Passport, But Did He?"
factchecker.in,DCGI Has Not Yet Approved Covaxin for Children
factchecker.in,"Modi Claims Wheat Purchase Centres Up Threefold, Official Records Don't Match"
factchecker.in,Did 6 States Really Achieve 100% 1st Vaccine Dose Coverage?
factchecker.in,"BJP Claims Centre Set Up 2 Colleges a Day Since 2014, But 74% are Pvt Colleges"
factchecker.in,"BJP MLA Arvind Bellad Blames Taliban for Fuel Price Hike, a Fact-check"
factchecker.in,Fact-checking Rajnath's Claim of No Major Terror Attack Since 2014
factchecker.in,"Delhi's Smog Tower Country's Third, Not First as Kejriwal Claimed"
factchecker.in,UP Tops in No. of MSMEs: Nirmala Sitharaman
factchecker.in,"Centre Says 2 Delhi Inmates Jabbed, Prison Data Shows 70% Got At Least One Dose"
factchecker.in,"Records, Officials Don't Back Modi's Claim of Opening 360 Khelo India Centres"
factchecker.in,All 80 Crore Beneficiaries Under PMGKAY Never Got Free Food Grains
factchecker.in,"VK Paul Claimed India Met July Target for Vaccine Supply, But Did It?"
factchecker.in,"Yogi Makes 4 Claims at Panchayat Aaj Tak, None True"
factchecker.in,"Bhubaneswar's 100% Vaccinated Claim Doesn't Count Pregnant Women, Recovered Patients"
factchecker.in,"Yogi Claims of Zero COVID-19 Deaths in Last 3 Days, Centre Says 7 Dead"
factchecker.in,"Amit Shah Lauds Yogi for UP's Law & Order: Makes 2 False, 2 True Claims"
factchecker.in,Are Manual Scavengers Different from Those Who Clean Sewers?
factchecker.in,"GST Dues: Ministry says yet to pay Rs 1.36L Cr, PIB says all paid up"
factchecker.in,"Did UP have just 12 Health colleges till 2017 as Modi, Adityanath claim?"
factchecker.in,BJP leader falsely claims Bengal levies more tax on petrol than Centre
factchecker.in,When did INSACOG begin & how many genome labs are in north India?
factchecker.in,"No, the President of India Is Not Exempted from Income Tax"
factchecker.in,Is Electricity Costliest in Punjab as AAP Leaders Claim?
factchecker.in,"No, India Didn't Make World Record for Highest Single Day Vaccination"
factchecker.in,BJP Leader Blames Kejriwal For Water Crisis With Photo Taken In 2009
factchecker.in,Congressman Pandhi's Claim On Calf Serum In Covaxin Misleading
factchecker.in,"PM Modi Claimed Forest Cover Grew By 30L Hectares, But It Did Not"
factchecker.in,Explained: Why Should Children Under 5 Not Wear Masks
factchecker.in,PM Modi's 90% Immunization Coverage Claim Misleading
factchecker.in,Anurag Thakur's Rebuttal To Chidambaram On GDP Misses Perspective
factchecker.in,"Data Proves Uttarakhand Top Cops Wrong, Kumbh Was a 'Super Spreader'"
factchecker.in,Delhi BJP Chief's Claims On Capital's Death Rate Untrue
factchecker.in,"Piyush Goyal's Claims on Railway Electrification: One true, one false"
factchecker.in,Kailash Vijayvargiya Falsely Claims No 2nd Wave In Neighbour Countries
factchecker.in,"India Not the First To Cross 2M Daily COVID-19 Tests, US did it 23 Times"
factchecker.in,"Data, Experts Prove Sambit Patra's Vaccine Diplomacy Claims Wrong"
factchecker.in,"No, Cow Urine Can't Protect You From COVID-19 As Sadhvi Pragya Claimed"
factchecker.in,Fact-check: How many Indians have actually been vaccinated?
factchecker.in,"MP Minister's Claim False, 'Yagna' Can't Prevent Third COVID-19 Wave"
factchecker.in,"States Prescribe Ivermectin For COVID, But WHO & Docs Warn Against It"
factchecker.in,Fact-checking Harsh Vardhan's claim on no COVID case in 180 districts
factchecker.in,Explained: Why COVID Deaths Are Being Misreported
factchecker.in,Timeline: How UP Panchayat Polls Resulted in Deaths of Teachers
factchecker.in,"How to Prepare for the ""Unavoidable"" Third Wave of COVID-19?"
factchecker.in,How To Register For COVID-19 Vaccine Via Co-WIN Aarogya Setu & Umang
factchecker.in,How many AIIMS were actually built by NDA govt?
factchecker.in,"Yogi Claims No Paucity of Oxygen; Doctors, Patients' Kin Say Otherwise"
factchecker.in,Reuters Publishes Misleading Claim on Rise in COVID-19 Cases in Bengal
factchecker.in,Amit Shah's Claims on Fluoride and Jute in West Bengal False
factchecker.in,"Lack of leadership, accountability cause RTI plea pile-up, say experts"
factchecker.in,"Congress Claim of 5,213 Naxal Attacks Since Amit Shah Became Min False"
factchecker.in,Congress' Claim of 25% Rise in Rape Cases in Kerala False
factchecker.in,Fact-check: AAP Claims Delhi Will Have India's First Virtual School
factchecker.in,Fact-checking Delhi Minister's Claim On Shortage Of COVID-19 ICU Beds
factchecker.in,"PM Modi's Claim of Building 15,000 Kms Of Rural Roads in Assam False"
factchecker.in,World Tuberculosis Day: 11 Myths About TB You Should Stop Believing
factchecker.in,Fact-check: Nadda claims 60 lakh toilets constructed in Assam under SBM
factchecker.in,"UP Not Riot-Free in Four Years, Yogi's Claim False"
factchecker.in,MP's Claim That COVID Vaccine Immunity Lasts 6-9 Months Misleading
factchecker.in,"All Poll-Bound States See Hike In MGNREGA Wages, Except Kerala"
factchecker.in,"Fact-check: Javadekar's 15,000 sq kms Tree Cover Rise Claim False"
factchecker.in,Did Uttar Pradesh Record No Custodial Deaths in 2019? A Fact-Check
factchecker.in,Explained: Why world's most expensive drug Zolgensma costs ₹18cr?
factchecker.in,How India Is Now An 'Electoral Autocracy' In V-Dem's Report
factchecker.in,"Custodial Abuse: Govt In No Mood To Respect Human Rights, Say Experts"
factchecker.in,Explained: Why India Needs A Standalone Fisheries Ministry
factchecker.in,"4 Crore Indians Unemployed In Jan 2021, Says Congress: A FactCheck"
factchecker.in,Do Women Contribute More To Agriculture? A FactCheck
factchecker.in,"BJP Misrepresents IMF's GDP Estimate, Changes Negative to Positive"
factchecker.in,Ceasefire Violations Have Increased 14 Times In The Current NDA Rule
factchecker.in,Majority of Lok Sabha MPs Who Claim to be Farmers are from the BJP
factchecker.in,PM Modi's High Approval Rating Among World Leaders: What We Know
factchecker.in,Did Atal Bihari Vajpayee First Launch The Delhi Metro ?
factchecker.in,Factcheck: Did India's Solar Power Surge 11 Times In The Last 5 Years?
factchecker.in,Explained: Karnataka's New Anti-Cow Slaughter Bill And Its Provisions
factchecker.in,Kant Denies Making Controversial Statement. But He Did. Twice
factchecker.in,Have West Bengal's Women Police Stations Led to Better Crime Reporting?
factchecker.in,Are ICUs Increasingly Being Manned by Ayush Practitioners? An Explainer
factchecker.in,Factcheck: Who Built Houses For Tamils In Sri Lanka? UPA Or NDA?
factchecker.in,Is Rural India 100% Open Defecation Free? A FactCheck
factchecker.in,Factcheck: Nirmala Sitharaman's Claim on Viability Gap Funding
factchecker.in,KTR's Claims on Farm Loan Waivers Don't Tell the Whole Story
factchecker.in,Bihar elections are NOT the first in the world since COVID-19
factchecker.in,Bihar Elections 2020: Law & Order During Nitish Kumar's Rule
factchecker.in,"FactChecking PM Modi’s Claims On Setting Up New IITs, IIMs, AIIMS"
factchecker.in,"""Setting Up More Health Colleges"", Says PM Modi: A FactCheck"
factchecker.in,Factchecking Yogi Adityanath's Claims On Crimes Against Women In UP
factchecker.in,Explainer: What Is GDP?
factchecker.in,"Claim: India Would Have 0 New #COVID19 Cases By May 16. Fact: It Has Reported 3,970 Today"
factchecker.in,‘COVID-19 Misinformation Rose With Rising Confirmed Cases’
factchecker.in,20 Countries With Most COVID-19 Cases Have Conducted 28X Tests That India Has
factchecker.in,Not A Single Bomb Blast In Last 6 Years: Minister Javadekar. He’s Wrong.
factchecker.in,JP Nadda’s Claim On Maharashtra’s Education Ranking False
factchecker.in,"India To Eliminate Manual Cleaning Of Sewers, Says Min. Fact: Technical Not Ready, Caste Major Challenge"
factchecker.in,Delhi Govt’s Claim On Health Services FALSE
factchecker.in,Rajasthan’s Health Minister Wrong On Infant Mortality Rate Claim
factchecker.in,UP Has Highest Crime Against Women & Is Worst On Girls’ Education: Priyanka Gandhi Vadra. She’s Partly Right
factchecker.in,2019: The Year In Five Fact-Checks
factchecker.in,"Minister Smriti Irani Claims Success On Cooking Gas Provision In Jharkhand, But State Has 3rd Lowest Coverage & Refill Consumption"
factchecker.in,India's Fire Preparedness: A FactCheck
factchecker.in,Has The Government Used Funds For Women Safety? A Fact Check
factchecker.in,"Delhi Has Defeated Dengue: Chief Min Kejriwal. Fact: Numbers Are Down, But War Not Over"
factchecker.in,Trinamool MP’s Comparison Of Centre Vs State Health Budgets Misleading
factchecker.in,"110 Million Toilets Built, But Claim That India Free Of Open Defecation Not True"
factchecker.in,"Traffic Violations Caused 323 Deaths Every Day In 2017, Yet Fines Alone Not A Solution"
factchecker.in,"Will ‘Prosperity’ Rid J&K Of Militancy? Data Show Poverty, Insurgency Not Linked"
factchecker.in,Users Of Banned E-Cigarettes 0.07% Of 267 Million Using More Harmful Tobacco Products
factchecker.in,"Srinagar Hospital Records Disprove Home Minister's 'No Teargas, Pellet Use' Claim"
factchecker.in,"PM Modi’s Speech On J&K: 4 Claims True, 4 False, 3 Partly True"
factchecker.in,"Art 370 Didn't Keep J&K 'Poor' As Amit Shah Said, Though It Kept Private Investment Out"
factchecker.in,"Govt Claims Delhi’s Air Is Cleaner, But There’s No Way To Know That"
factchecker.in,Did No. Of Child Rape Cases in India Increase 82% From 2015 To 2016?
factchecker.in,"Why Modi Could Not Have Used Digital Camera, Email In Late 1980’s"
factchecker.in,"PM Twice Wrong: Clouds Do Not Hinder Radar, May Hinder Weapons"
factchecker.in,"Shabby Homes, Rising Debts: The Trouble With PM’s Rural Housing Fund"
factchecker.in,False: Amit Shah Claim That Courts Absolved Pragya Thakur
factchecker.in,"Half Finished, Behind Schedule: PM’s Promise Of Housing-For-All By 2022"
factchecker.in,"43 Modi Claims That Are Not True, Over 5 Years"
factchecker.in,No Major Bomb Blasts/Terror Attacks Since 2014: Modi. Claim Is False
factchecker.in,100 Million Jobs Created: BJP Minister. Data Show Job Losses
factchecker.in,"New: Assess Constituencies By Health, Education And Economy"
factchecker.in,PM’s Failed Promise Of Broadband To Every Indian Village
factchecker.in,Yogi Adityanath Claims No Riots In UP In 2 Years Of BJP Govt. Fact: False
factchecker.in,"As PM’s Crop Insurance Fails, 200 Angry Madhya Pradesh Farmers Move Consumer Court Against Insurance Firm"
factchecker.in,"Rape Culprits Hanged In 3 Days, 7 Days: PM Modi. No Hanging Since 2004"
factchecker.in,"2 Years To PM’s Skilling Mission Deadline: Enrolment Short By 64%, Placements By 90%, Certification By 74%"
factchecker.in,No Major Terror Attacks Since 2014: Def Minister; She’s Wrong. Here Are At Least 7
factchecker.in,NCRB Has No Data On Attack On Journalists: I&B Minister. He’s Wrong. Govt Has Records of 189 Attacks Till 2016
factchecker.in,"Not Just A Library, As Trump Says, India Has Built Dam, Parliament Building, Roads As Part Of $3-Billion Assistance To Afghanistan"
factchecker.in,Fact-Checking In 2018: The 10 Biggest Lies Of The Year
factchecker.in,"Amit Shah’s Claims On Telangana Congress Manifesto: 2 False, 1 Unclear"
factchecker.in,"Gujarat Declared Free Of Open Defecation A Year Ago. But In 4 Districts, Toilets Without Walls, Water And Unconvinced Locals"
factchecker.in,"In UP’s Race To Be Free Of Open Defecation, Enthusiasm For Toilets Evident--As Are Fudged Data"
factchecker.in,"Jaitley Claim on Aadhaar + Direct Benefit Transfer Gain of Rs 90,000 Cr Annually Is False"
factchecker.in,"A Village’s Journey To Electrification, And Why ‘100%’ Claim Rings Hollow"
factchecker.in,"Why Leisang, India’s ‘Last Village To Be Electrified’, Has Relapsed Into Darkness"
factchecker.in,Madhya Pradesh Has More Than 1 Cr Unemployed Youth: Scindia. Claim Is Unclear
factchecker.in,"After Centre’s Fuel Price Cut, Jaitley Challenged States To Follow: But 3 Opposition States Had Led Way"
factchecker.in,35 Airports Built Over Last 4 Years: Modi. Fact: 7 Made ‘Operational’
factchecker.in,"Sadhguru: No Bombings In Modi Era. Fact: 400 Plus In 2016 Alone, Official Data Show"
factchecker.in,"Rahul Gandhi: Congress Not Involved In 1984 Sikh Riots. Fact: Inquiries Indicted Congressmen, Absolved Party"
factchecker.in,"7 of 10 Modi’s Interview Claims True, 2 FALSE And 1 Unclear"
factchecker.in,"#KeralaFloods: Govt Cites Policy In Refusing Rs 700-Crore Aid From UAE, But Policy Allows Aid"
factchecker.in,Prime Minister’s 72nd Independence Day Speech: Fact Check
factchecker.in,Proof Of Citizenship Demands In Assam Reveal Legal Minefield
factchecker.in,"‘No Big Communal Riot’ In Last 4 Years: BJP Minister. Fact: 389 Dead in Over 2,000 Communal Incidents"
factchecker.in,"Govt Claims Rise in “Forest Cover”, Experts Say Definition Flawed"
factchecker.in,"BJP Claims On Disabled Welfare: Of 9 Claims, 6 True, 1 False"
factchecker.in,55% Of PM’s Small Business Loans To Backward Classes: BJP Claim Masks True Picture
factchecker.in,10 Million Youth Trained: Govt. Skills Dubious: Govt Committee
factchecker.in,"8 Of BJP’s 15 Claims On Rural Sector Check Out, 5 Do Not"
factchecker.in,"Least Train Mishaps In 2017-18, But 3 Times More People Dead In NDA’s 4 Years"
factchecker.in,"Foreign Direct Investment Up: Govt. True, But Not When Compared To GDP"
factchecker.in,20 New AIIMs Coming Up: BJP. Fact: 11 Get 3% Funding
factchecker.in,"Ujjwala yojana performs as per claim, but challenges evident"
factchecker.in,Smart Cities: Rs 2 lakh Cr Budget; 0.09% Of Central Funds Spent
factchecker.in,"CPM Claim: 36 Indians Absconding, Owe Banks Rs 40,000 Cr. Fact: FALSE"
factchecker.in,"BJP Claim On Karnataka Toilet Building Appears False, Data Are Not Comparable"
factchecker.in,"Modi Says Bihar Built 850,000 Toilets In a Week. Fact: Improbable. That Is 14 Times Normal Rate"
factchecker.in,BJP Claim: More Communal Clashes In Karnataka Than Kerala Under Congress Rule. Fact: Claim False
factchecker.in,"UP CM Claim: Govt Gave Farmers Rs 80,000 Cr. Fact: It Gave 1/6th That Amount"
factchecker.in,"Govt Target To Electrify All Households: 2019. At Current Rate, Will Take Until 2022"
factchecker.in,No Indian Technical To Clean Up Toxic Gas In Power Plants: Govt. Fact: Indigenous Technical Showed ‘Excellent Results’
factchecker.in,#Padman Release: Half Of Young Rural Women Use Unhygienic Menstrual Protection
factchecker.in,"Amit Shah’s Rajya Sabha Speech: 2 Claims Right, 3 Wrong, 3 Partly Right, 2 Unclear"
factchecker.in,Not Enough For Clean Energy In Budget 2018 To Meet 2022 Targets
factchecker.in,"Health, Education, Sanitation Budget Appears To Be Most In 3 Years. It Isn’t"
factchecker.in,Electoral Bonds Will Clean Up Politics Funding: Finance Minister. That's Unlikely
factchecker.in,26 Students Committed Suicide Every Day In 2016
factchecker.in,"26% Gujarat MLAs Face Criminal Charges, 141 Are Crorepatis"
factchecker.in,"In 2011, 52.5 Million Indians Slipped Into Poverty Due To Health Costs"
factchecker.in,Almost Half Of Pregnancies In India Were Mistimed Or Unwanted
factchecker.in,"9 Of Modi's 16 Claims On Govt Schemes True, 3 False"
factchecker.in,"In Adolescence, Girls More In Favour Of Equal Rights Than Boys: Bihar Study"
factchecker.in,One-Third Of Elementary Schools In India Had No Female Teacher In 2012-13
factchecker.in,Modi’s Claims On Affordable Insurance For Poor FALSE
factchecker.in,"In 2030, 39% of India's Population Will Be Urban"
factchecker.in,"Riskier Loans, Less Than Rs 50,000, Nearly Half Of PM's Loan Scheme"
factchecker.in,Uttar Pradesh CM Adityanath's Claim Of No Riots During BJP Rule False
factchecker.in,"In 11 Years, Area Irrigated By Tube Wells Rises Faster Than By Canals"
factchecker.in,"Punjab, Tamil Nadu, Haryana Have Highest Burden Of Heart Disease In India"
factchecker.in,Why UP CM's Plan To Double Farm Income By 2022 Is Improbable
factchecker.in,"In 2016, Highest Death Rate Of Tuberculosis In Uttar Pradesh"
factchecker.in,"Health Ministry Advises Delhiites To Stay Indoors, But For Many That’s Not An Option"
factchecker.in,"In 2015, 1 in 3 Crimes Against Women Were Of Cruelty By Husband/His Relatives"
factchecker.in,Indian Livestock Deaths Double Over A Decade To 2015
factchecker.in,4 Northeastern States Have Highest Death Rates Due To Malaria
factchecker.in,Top Official Wrong On Claim About Herbicide Tolerant Cotton; India Knew About Illegal Sale In 2009
factchecker.in,India Is 81% Short Of Specialists In Community Health Centres
factchecker.in,"India Jumps 30 Places In Ease Of Doing Business, But Data Valid Only For Delhi, Mumbai"
factchecker.in,"Auditor Rejects Government Claims On LPG Savings, Affluent Hold On To Subsidy"
factchecker.in,CM Shivraj Chouhan’s Claim On MP Roads Is Misleading
factchecker.in,82% Urban Indian Households Possess Proper Toilets: Govt Study
factchecker.in,Modi Claim That Gujarat Ro-Ro Ferry Unique Compared To South-East Asia Is False
factchecker.in,"2.8 Mn Indians Displaced Internally In 2016, Third-Highest Globally"
factchecker.in,Only 17% of India’s Rural Homes Have Piped Water. Target For 2017 Was 50%
factchecker.in,"Amid BJP Criticism, Mughal Monuments Are India’s Most Visited. No 1: Taj Mahal"
factchecker.in,"Hindus Lowest Spenders In Rural, Muslims In Urban India: New Study"
factchecker.in,15 Suicides Every Hour In India in 2015
factchecker.in,"Since April 2014, Mumbai Municipal Body Spent Rs 1,022 Cr On Public Open Spaces"
factchecker.in,"In 6 Years To 2016, Growth In Share Of Rural Households Using LPG Twice Urban Households"
factchecker.in,"1 in 2 Women Aged 15-49, 1 in 2 Pregnant Women In Rural Areas Anaemic In 2015-16"
factchecker.in,Climate Change To Increase Malnourished Children By 7 Million In South Asia By 2050
factchecker.in,"Access To Safe Drinking Water In Rural Areas Decline In Assam, Bihar, Punjab"
factchecker.in,India’s Carbon-Dioxide Emissions Up 4.7% In 2016
factchecker.in,"9 Years After Digitisation Began, 15 States/UTs Yet To Computerise 20% Land Records"
factchecker.in,21% Indians Received Health Attention from Untrained Personnel Before Dying
factchecker.in,3 Years Of Swachh Bharat: 50 Million More Toilets; Unclear How Many Are Used
factchecker.in,"India Aims To Reduce Total Fertility Rate, Targets Set For 145 Districts in 7 states"
factchecker.in,Larger Proportion Of Women Than Men Employed In Agriculture
factchecker.in,India’s Life Expectancy Will Rise 5.4 Years By 2050
factchecker.in,"In 3 Years, India Slips 3 Places On Financial-Inclusion Ranking Of 26 Developing Countries"
factchecker.in,Flight Of Fancy: HRD Minister Of State’s Claim That Indian Invented Airplane
factchecker.in,"By 2030, Indian Women Will Have Average 2.1 Children, Chinese Women 1.6"
factchecker.in,"In 10 Years To 2014, Share Of Govt Hospitals In Childbirths Up Faster Than Pvt Hospitals"
factchecker.in,"10 Months On, Prime Minister Modi's DeMonetisation Claims Remain Unclear"
factchecker.in,Rajasthan Becomes Third BJP State To Waive Farm Loans; Rs 1.07 Lakh Cr Nationwide In 2017
factchecker.in,Mumbai-Ahmedabad Bullet Train To Cost 70% More Than Highway Budget
factchecker.in,"76 Of 100 Trips In Rural India For Health, Health Reasons"
factchecker.in,"1.4 Million Youth Arrested For Riots In 10 Years, 96% Men"
factchecker.in,50%-75% Of Indian Domestic Travel For Health Reasons In 2014-2015
factchecker.in,"Over The Decade To 2015, Indian Courts Sentenced 1,734 Convicts To Death"
factchecker.in,"Ravi Shankar Prasad Wrong. ‘Citizens Do Not Have Fundamental Rights To Privacy,’ Centre Previously Told SC"
factchecker.in,"Rajnath Singh Right On North-East Violence Claim, Wrong On Naxal Incidents Claim"
factchecker.in,"Price Cap On Knee Implants, Stents Could Deter High Technical, Hospitals Could Cheat"
factchecker.in,Fadnavis Said Fewer Cows=More Farmer Suicide. Maharashtra Has 4th Highest No. Of Cows Yet Most Farmer Suicides In India
factchecker.in,8 Narendra Modi I-Day Promises Over 3 Years Fact Checked: What We Found
factchecker.in,"Amit Shah’s Claims On Swachh Bharat Right, Sex Ratio in Haryana And Village Electrification Wrong"
factchecker.in,"Rajasthan CM Vasundhara Raje's Claims Of India's Indicators: Few Right, Others Wrong, Ambiguous"
factchecker.in,Maharashtra CM Says Mumbai Free Of Open Defecation. That’s Not What We Found
factchecker.in,"More Farmer Suicides After Rs 60,000Cr UPA Farm Loan Waiver: Junior Agri Minister. He’s Right"
factchecker.in,"17,000 CBSE Schools Could See Sainik School-Type Learning To Push Discipline, Physical Education"
factchecker.in,Shashi Tharoor Says BJP Renamed 23 Congress Schemes. He’s Right About 19
factchecker.in,Govt Claims It Assisted 91% Of India's Scavengers—After Not Counting 93% Of Them
factchecker.in,BJP Claims Modi Made Kochi Metro A Reality; Project Was Started by Manmohan Singh
factchecker.in,"Trump Disses India On Climate Change, Gets It Wrong"
factchecker.in,"Amit Shah’s Remarks On Crimes Against Women In Tripura False, Claim On Unemployment Almost True"
factchecker.in,Amit Shah Is Wrong: Narendra Modi Has Made More Foreign Trips Than Manmohan Singh
factchecker.in,Amit Shah Claims 65% Of Tripura's Population Lives Below Poverty Line. Fact: It Is 14%
factchecker.in,"The Truth Behind This Photo Shared By Hindus, Muslims And Christians"
factchecker.in,"India Claims Big Energy Efficiency Gains, But Refuses To Make Data Public"
factchecker.in,"UP Needs More Doctors, But Not 500,000 As CM Yogi Adityanath Said"
factchecker.in,Women Need Not Change Names For PasSports: Modi. Fact: It Was Always Applicant’s Choice
factchecker.in,"In 8 Years Of Parliament, Yogi Adityanath's Most Recurring Debate Topic: Hindu Affairs"
factchecker.in,Home Minister Is Correct; PM Did Not Mention ISI In Gonda Speech
factchecker.in,Jaitley Says TB Elimination By 2025; Target Would Need 95% Reduction In New Cases
factchecker.in,"BJP's Claim of Unemployment Drop: Data Confusing, Unreliable"
factchecker.in,"Dimple Yadav's UP Election Claims: 1 Right, 1 Wrong, Another Iffy"
factchecker.in,"Rahul Gandhi’s Allahabad Speech: Exaggerated, False Claims"
factchecker.in,"UP CM Yadav’s Claims About Power Supply, Electrification Exaggerated"
factchecker.in,"Modi's UP Election Claims: Some True, Some Exaggerated, Some Selective Facts"
factchecker.in,"Hindu Population Not Reducing, As Minister Rijiju Claims"
factchecker.in,"99.99% Indian Households Have Bank Accounts, Says BJP; But 35 Million Not Surveyed"
factchecker.in,Modi Is Wrong: His Govt Changed Law On Foreign-Funding Of Politics Parties
factchecker.in,Modi Government's Claim of Reducing Maternal And Neonatal Deaths Misleading
factchecker.in,Jaitley Right--And Wrong--On Currency In Circulation
factchecker.in,"Maneka Gandhi Wrong On Rape Claim: India Ranks In Top 4, Not Bottom 4"
factchecker.in,"Humans, Cows Share 80% Genes, As Home Minister Said, But Mice, Dogs, Apes Are Closer"
factchecker.in,"Despite 2015 Claim By PM, 24% Schools In 9 States Still Lack Toilets For Girls"
factchecker.in,"Modi's I-Day Speech: Many Claims Correct, Many Exaggerated"
factchecker.in,BJP's Claim Of Record Coal Production Is Correct
factchecker.in,No Child Labour In Tamil Nadu: AIADMK MP. He’s Wrong
factchecker.in,"Former Telecom Minister Prasad's Claims On BSNL's Success Exaggerated, Wrong"
factchecker.in,Swamy Gets It Wrong On Arvind Subramanian
factchecker.in,Kerala Is Not Somalia: Modi Wrong on Infant Death Claims
factchecker.in,Power Minister Goyal’s Claim On Village Electrification FALSE
factchecker.in,"Govt’s LPG Savings Not Rs 14,672 Crore But Rs 97-Crore Loss: Study"
factchecker.in,Shun Politics: Naidu To Students. He--And Today's Leaders--Didn't
factchecker.in,FactChecker In 2015--The Year's Most Popular Stories
factchecker.in,Hot Air? World Leaders Fact-Checked During Paris Climate Change Conference
factchecker.in,Modi's 2022 Renewable Energy Target Requires Four Times As Much Money As Defence Budget
factchecker.in,Congress Leader Singhvi Wrong On Most Export Stats
factchecker.in,Fact-Checking The World’s Most Powerful Leaders: The G20 Factcheckathon
factchecker.in,Modi's 5 Mega Plans: Long Road Ahead
factchecker.in,Kerala Is Not What RSS Magazine Says It Is
factchecker.in,"Modi Is Correct (Mostly) On GDP, Literacy Claims"
factchecker.in,Khadi Sales Have Not “Doubled”; Up Only 6% During 2014-15
factchecker.in,Rajasthan Power Losses Up 10 Times During Congress Term: Jaitley Is Right
factchecker.in,"68% Farm Suicides In BJP States, But UPA Had More"
factchecker.in,"Some Repackaging, No Deadlines: Modi's Bihar Package"
factchecker.in,6 I-Day Promises From 2014 That Modi (Partially) Fulfilled
factchecker.in,"Space, Nuclear Claims Based On Past Work"
factchecker.in,Food Processing Ministry: Government Claims More Projects Than Sanctioned
factchecker.in,Ganga Rejuvenation: Many Attempts Over 30 Years
factchecker.in,"Textiles Ministry: Achievements, Carried Over"
factchecker.in,Department Of Posts: Old Plans On Track
factchecker.in,"Telecom Ministry: Wrong Claims, Bad Maths"
factchecker.in,"Road Transport Ministry: Continues UPA’s Work, Contradicts Own Data"
factchecker.in,Rahul Gandhi Wrong On Tamil Nadu Unemployment Claims
factchecker.in,Power Ministry: Marginal Improvements
